File,Sent_ID,Sentence,Length,Word Order,Category,Dependency Length
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,856,हाँ वो ट्यूशन सिखाते है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,1173,सब लड़का वही करता है,5,SOV,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6572_gold.conllu,940,तो क्या पहनती है वो,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6572_gold.conllu,945,वो पहनती है जॉगिंग वाला,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,36,चेतन को तुम जानते हो,5,OSV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,75,क्या करेगा तू वीकेंड में,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,98,वो क्या कर रहे थे,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,321,एनीवे हम ने सब लोड,5,SOV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,431,तुम एक आगे की सोचो,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6579_gold.conllu,486,मैं तुम को फ़ोन करूँगा,5,SOV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,88,नहीं ये मुझे मत सुना,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,159,हाँ वो मैं ने सोचा,5,OSV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,571,मैं ने तुम्हें दिखाया होगा,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,624,हाँ तो मुझे बता दो,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,796,और मालतेश ऐसा नहीं सोचते,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6580_gold.conllu,809,हाँ बट बीच में लड़ाई,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6585_gold.conllu,860,मैं भी यही करता हूँ,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6585_gold.conllu,987,मैं ने कहा ठीक है,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,170,तुम ने कुछ किया है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,256,ये तुम मेरे को बताओ,5,OSV,Ditransitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,366,किस से बात हुई तुम्हारी,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,465,फ़िर मैं क्यों करूँ तुम्हारा,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,527,मार्बल को संगमरमर बोलते हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,546,ये इतना कुछ बोले नहीं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,686,ये मुझे नहीं जजता है,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,708,ये भी तुम ध्यान रखना,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,749,खाना ही नहीं बनाऊँगी मैं,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6607_gold.conllu,764,तुम मुझे मत फ़ोन करना,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6608_gold.conllu,221,तो मैं ने बोला हाँ,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,684,सब एनफ़ामिल यूज़ करते है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,868,मम्मी ज्यादा करती थी सब,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,1086,मैं संजीव से बात करूँगा,5,SOV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,1310,वो मैं ने देखी इधर,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,1364,वो भी मैं ट्राए करूँगी,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6619_gold.conllu,1393,तो 6 मैक्सिमम दूँगी मैं,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6620_gold.conllu,448,क्या करते रहते हो आप,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6620_gold.conllu,506,आगरा देखा है आप ने,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6620_gold.conllu,624,मैं ने नहीं गीला खाया,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6620_gold.conllu,858,और कोई बात सुनाइए आप,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6665_gold.conllu,371,मैं ने डेट देखी है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6665_gold.conllu,398,और वो मैं भेज दूँगा,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6665_gold.conllu,979,वो पैरलेल पोर्ट कहलाती है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6665_gold.conllu,1118,मैं ये देखती हूँ फिर,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6665_gold.conllu,1405,तो मैं ने क्या किया,5,SOV,Transitive,2.25
